date,exchange_rate
2016-01-01,1.48334355201308
2016-01-04,1.476493700040645
2016-01-05,1.4673311941011813
2016-01-06,1.4626906318082789
2016-01-07,1.4579113287276142
2016-01-08,1.4574806425206994
2016-01-11,1.4574660330633826
2016-01-12,1.4432605221097494
2016-01-13,1.4417488669688083
2016-01-14,1.4389125926317319
2016-01-15,1.4332239001969795
2016-01-18,1.4282155173544182
2016-01-19,1.4211551789520485
2016-01-20,1.4164935064935065
2016-01-21,1.4113394314736596
2016-01-22,1.4323009846406658
2016-01-25,1.4250889445249701
2016-01-26,1.4241408765359092
2016-01-27,1.4332916474692292
2016-01-28,1.430314320197303
2016-01-29,1.4291323125245388
2016-02-01,1.4302233902759527
2016-02-02,1.4393619825995254
2016-02-03,1.4513474047524226
2016-02-04,1.463019779358966
2016-02-05,1.4552776875608964
2016-02-08,1.4372087001553602
2016-02-09,1.4415292834691127
2016-02-10,1.4557469480653837
2016-02-11,1.4410718821437645
2016-02-12,1.450440599472567
2016-02-15,1.4481865284974094
2016-02-16,1.4392884764114462
2016-02-17,1.4307188282906147
2016-02-18,1.4368121540515668
2016-02-19,1.4277809946599755
2016-02-22,1.4091995450072212
2016-02-23,1.4107841251522728
2016-02-24,1.3911446126559828
2016-02-25,1.3972377090724784
2016-02-26,1.3976760429233603
2016-02-29,1.3855942988037668
2016-03-01,1.3974293059125962
2016-03-02,1.4024027903371656
2016-03-03,1.4077613482275457
2016-03-04,1.415794432327091
2016-03-07,1.4144218600687002
2016-03-08,1.4209875270590662
2016-03-09,1.4225708173980682
2016-03-10,1.414998436033782
2016-03-11,1.4292157999871125
2016-03-14,1.436043808441391
2016-03-15,1.4177237805967482
2016-03-16,1.405309284897752
2016-03-17,1.4460865785369097
2016-03-18,1.4487187720762955
2016-03-21,1.4394084517834564
2016-03-22,1.4230232262977534
2016-03-23,1.4143191745268087
2016-03-24,1.4130076769109934
2016-03-25,1.4130076769109934
2016-03-28,1.4130076769109934
2016-03-29,1.4268961121733588
2016-03-30,1.4410791550012725
2016-03-31,1.4383172256964185
2016-04-01,1.4309675804230817
2016-04-04,1.4271739948330782
2016-04-05,1.4180389221556886
2016-04-06,1.4028314028314026
2016-04-07,1.4076900208106233
2016-04-08,1.4075312770964945
2016-04-11,1.4226829877591807
2016-04-12,1.4273547094188377
2016-04-13,1.4231369980349673
2016-04-14,1.4142785319255908
2016-04-15,1.4180333019164313
2016-04-18,1.4171471546753573
2016-04-19,1.4362773029439697
2016-04-20,1.438558786346397
2016-04-21,1.4429491822652585
2016-04-22,1.4377991957617924
2016-04-25,1.4507985574446163
2016-04-26,1.456706632422596
2016-04-27,1.4589222329783802
2016-04-28,1.459184460032375
2016-04-29,1.4614546619673183
2016-05-02,1.4687915346079135
2016-05-03,1.4625235452511283
2016-05-04,1.4511124564855458
2016-05-05,1.4505452700989094
2016-05-06,1.4492073557387446
2016-05-09,1.442441580799514
2016-05-10,1.4442610462163534
2016-05-11,1.444945414017579
2016-05-12,1.4436923232937835
2016-05-13,1.4408694989715332
2016-05-16,1.437055837563452
2016-05-17,1.4482405630198336
2016-05-18,1.4556365748209328
2016-05-19,1.4620356466671018
2016-05-20,1.456861624766258
2016-05-23,1.448161873894348
2016-05-24,1.459621240834891
2016-05-25,1.4680276588738888
2016-05-26,1.4700539686718441
2016-05-27,1.4647517870024265
2016-05-30,1.4632512315270936
2016-05-31,1.4640677298680842
2016-06-01,1.4444530623852736
2016-06-02,1.4466929592034654
2016-06-03,1.44322960470984
2016-06-06,1.4416920731707317
2016-06-07,1.4571135079609656
2016-06-08,1.457820828208282
2016-06-09,1.4461103036793392
2016-06-10,1.4403669724770642
2016-06-13,1.4170911148839842
2016-06-14,1.412340521905433
2016-06-15,1.4186816240935851
2016-06-16,1.4138397884428024
2016-06-17,1.428716516440269
2016-06-20,1.4645557350565428
2016-06-21,1.4740407791023387
2016-06-22,1.4692745432526404
2016-06-23,1.4869116783079837
2016-06-24,1.370402476780186
2016-06-27,1.3187050359712231
2016-06-28,1.3386121856866537
2016-06-29,1.343428225317989
2016-06-30,1.3432546884452512
2016-07-01,1.3282834307527136
2016-07-04,1.327453667838627
2016-07-05,1.3113404002494207
2016-07-06,1.2976553341148886
2016-07-07,1.3022271845801259
2016-07-08,1.298640357566017
2016-07-11,1.298400648671516
2016-07-12,1.3161673094037378
2016-07-13,1.3276097748147437
2016-07-14,1.339198905306622
2016-07-15,1.3362954067847495
2016-07-18,1.325744854387564
2016-07-19,1.3144729005360332
2016-07-20,1.3172657137730996
2016-07-21,1.3176625396255757
2016-07-22,1.3095068245589003
2016-07-25,1.3125373491095973
2016-07-26,1.3137020666587027
2016-07-27,1.310402384500745
2016-07-28,1.3167893611968655
2016-07-29,1.3167061611374407
2016-08-01,1.3205583155902532
2016-08-02,1.3276005218835252
2016-08-03,1.3347634370158505
2016-08-04,1.3162653806602602
2016-08-05,1.315410918523759
2016-08-08,1.305043846742393
2016-08-09,1.2972048853031064
2016-08-10,1.3074432143650414
2016-08-11,1.2962876868360491
2016-08-12,1.2966879721092386
2016-08-15,1.2898462106441155
2016-08-16,1.2973811164713989
2016-08-17,1.3014773776546629
2016-08-18,1.3152788911737712
2016-08-19,1.3088043264730693
2016-08-22,1.3109925788497216
2016-08-23,1.318565032850747
2016-08-24,1.3236226947022203
2016-08-25,1.3193876358536871
2016-08-26,1.321240491515506
2016-08-29,1.3067995694697927
2016-08-30,1.3112598332746273
2016-08-31,1.3126429733745253
2016-09-01,1.3261154074955384
2016-09-02,1.3283883218609067
