date,exchange_rate
2019-01-01,1.145
2019-01-02,1.1397
2019-01-03,1.1348
2019-01-04,1.1403
2019-01-07,1.1445
2019-01-08,1.144
2019-01-09,1.1455
2019-01-10,1.1535
2019-01-11,1.1533
2019-01-14,1.1467
2019-01-15,1.1424
2019-01-16,1.1389
2019-01-17,1.1396
2019-01-18,1.1402
2019-01-21,1.1362
2019-01-22,1.1354
2019-01-23,1.1367
2019-01-24,1.1341
2019-01-25,1.1346
2019-01-28,1.1418
2019-01-29,1.1422
2019-01-30,1.1429
2019-01-31,1.1488
2019-02-01,1.1471
2019-02-04,1.1445
2019-02-05,1.1423
2019-02-06,1.1394
2019-02-07,1.1345
2019-02-08,1.1346
2019-02-11,1.1309
2019-02-12,1.1296
2019-02-13,1.1305
2019-02-14,1.1268
2019-02-15,1.126
2019-02-18,1.1328
2019-02-19,1.1294
2019-02-20,1.1342
2019-02-21,1.1354
2019-02-22,1.1325
2019-02-25,1.1355
2019-02-26,1.1361
2019-02-27,1.1386
2019-02-28,1.1416
2019-03-01,1.1383
2019-03-04,1.1337
2019-03-05,1.1329
2019-03-06,1.1305
2019-03-07,1.1271
2019-03-08,1.1222
2019-03-11,1.1244
2019-03-12,1.1275
2019-03-13,1.1303
2019-03-14,1.1295
2019-03-15,1.1308
2019-03-18,1.1349
2019-03-19,1.1358
2019-03-20,1.1354
2019-03-21,1.1387
2019-03-22,1.1302
2019-03-25,1.1325
2019-03-26,1.1291
2019-03-27,1.1261
2019-03-28,1.1218
2019-03-29,1.1235
2019-04-01,1.1236
2019-04-02,1.12
2019-04-03,1.1243
2019-04-04,1.1219
2019-04-05,1.1233
2019-04-08,1.1246
2019-04-09,1.1277
2019-04-10,1.1279
2019-04-11,1.1264
2019-04-12,1.1321
2019-04-15,1.1313
2019-04-16,1.1305
2019-04-17,1.1301
2019-04-18,1.125
2019-04-19,1.125
2019-04-22,1.125
2019-04-23,1.1245
2019-04-24,1.1209
2019-04-25,1.1123
2019-04-26,1.1133
2019-04-29,1.115
2019-04-30,1.1218
2019-05-01,1.1218
2019-05-02,1.1212
2019-05-03,1.1155
2019-05-06,1.1199
2019-05-07,1.1185
2019-05-08,1.1202
2019-05-09,1.1193
2019-05-10,1.123
2019-05-13,1.1245
2019-05-14,1.1226
2019-05-15,1.1183
2019-05-16,1.1203
2019-05-17,1.1172
2019-05-20,1.1167
2019-05-21,1.1161
2019-05-22,1.1171
2019-05-23,1.1139
2019-05-24,1.1187
2019-05-27,1.1198
2019-05-28,1.1192
2019-05-29,1.1156
2019-05-30,1.1134
2019-05-31,1.1151
2019-06-03,1.1185
2019-06-04,1.1244
2019-06-05,1.1257
2019-06-06,1.1266
2019-06-07,1.1273
2019-06-10,1.1301
2019-06-11,1.132
2019-06-12,1.1323
2019-06-13,1.1289
2019-06-14,1.1265
2019-06-17,1.1234
2019-06-18,1.1187
2019-06-19,1.1207
2019-06-20,1.1307
2019-06-21,1.1316
2019-06-24,1.1394
2019-06-25,1.1388
2019-06-26,1.1362
2019-06-27,1.137
2019-06-28,1.138
2019-07-01,1.1349
2019-07-02,1.1301
2019-07-03,1.1293
2019-07-04,1.1288
2019-07-05,1.126
2019-07-08,1.1215
2019-07-09,1.1205
2019-07-10,1.122
2019-07-11,1.1285
2019-07-12,1.1253
2019-07-15,1.1269
2019-07-16,1.1223
2019-07-17,1.1215
2019-07-18,1.1216
2019-07-19,1.1226
2019-07-22,1.1215
2019-07-23,1.1173
2019-07-24,1.114
2019-07-25,1.1115
2019-07-26,1.1138
2019-07-29,1.1119
2019-07-30,1.1154
2019-07-31,1.1151
2019-08-01,1.1037
2019-08-02,1.1106
2019-08-05,1.1182
2019-08-06,1.1187
2019-08-07,1.1202
2019-08-08,1.1193
2019-08-09,1.1198
2019-08-12,1.1194
2019-08-13,1.1222
2019-08-14,1.1188
2019-08-15,1.115
2019-08-16,1.1076
2019-08-19,1.1103
2019-08-20,1.1076
2019-08-21,1.1104
2019-08-22,1.1083
2019-08-23,1.1065
2019-08-26,1.1116
2019-08-27,1.1104
2019-08-28,1.1083
2019-08-29,1.1072
2019-08-30,1.1036
2019-09-02,1.0968
2019-09-03,1.0937
2019-09-04,1.1018
2019-09-05,1.1058
2019-09-06,1.1027
2019-09-09,1.1033
2019-09-10,1.104
2019-09-11,1.1003
2019-09-12,1.0963
2019-09-13,1.1096
2019-09-16,1.1031
2019-09-17,1.1026
2019-09-18,1.1053
2019-09-19,1.1067
2019-09-20,1.103
2019-09-23,1.0985
2019-09-24,1.1003
2019-09-25,1.0982
2019-09-26,1.0938
2019-09-27,1.0935
2019-09-30,1.0889
2019-10-01,1.0898
2019-10-02,1.0925
2019-10-03,1.0951
2019-10-04,1.0979
2019-10-07,1.0993
2019-10-08,1.0986
2019-10-09,1.0981
2019-10-10,1.103
2019-10-11,1.1043
2019-10-14,1.1031
2019-10-15,1.1007
2019-10-16,1.1025
2019-10-17,1.1113
2019-10-18,1.1144
2019-10-21,1.1173
2019-10-22,1.113
2019-10-23,1.1123
2019-10-24,1.1128
2019-10-25,1.1107
2019-10-28,1.1087
2019-10-29,1.1095
2019-10-30,1.1106
2019-10-31,1.1154
2019-11-01,1.1139
2019-11-04,1.1158
2019-11-05,1.1109
2019-11-06,1.109
2019-11-07,1.1077
2019-11-08,1.1034
2019-11-11,1.1041
2019-11-12,1.1015
2019-11-13,1.1006
2019-11-14,1.0997
2019-11-15,1.1034
2019-11-18,1.1061
2019-11-19,1.1077
2019-11-20,1.1059
2019-11-21,1.1091
2019-11-22,1.1058
2019-11-25,1.1008
2019-11-26,1.102
2019-11-27,1.1009
2019-11-28,1.1005
2019-11-29,1.0982
2019-12-02,1.1023
2019-12-03,1.1071
2019-12-04,1.1081
2019-12-05,1.1094
2019-12-06,1.1094
2019-12-09,1.1075
2019-12-10,1.1077
2019-12-11,1.1075
2019-12-12,1.1137
2019-12-13,1.1174
2019-12-16,1.1146
2019-12-17,1.1162
2019-12-18,1.1115
2019-12-19,1.1117
2019-12-20,1.1097
2019-12-23,1.1075
2019-12-24,1.108
2019-12-25,1.108
2019-12-26,1.108
2019-12-27,1.1153
2019-12-30,1.1189
2019-12-31,1.1234
