date,exchange_rate
2002-01-01,130.86349710654716
2002-01-02,132.2527107767205
2002-01-03,131.71757414785304
2002-01-04,130.86888541433999
2002-01-07,131.07243121841663
2002-01-08,132.69727242114715
2002-01-09,132.32821432574823
2002-01-10,132.40543270849702
2002-01-11,132.10001121201927
2002-01-14,131.77999327881707
2002-01-15,131.10289172831204
2002-01-16,131.37121469887717
2002-01-17,132.0671277922667
2002-01-18,132.894438138479
2002-01-21,132.62443438914028
2002-01-22,134.23556058890148
2002-01-23,134.05600722673893
2002-01-24,134.53861069921297
2002-01-25,134.30682211704953
2002-01-28,133.9589647936582
2002-01-29,133.27922077922076
2002-01-30,132.71233510761397
2002-01-31,132.83547528076878
2002-02-01,133.98980537534754
2002-02-04,133.29477093937993
2002-02-05,133.22584360244156
2002-02-06,133.3679593721145
2002-02-07,133.58725761772854
2002-02-08,134.39359267734554
2002-02-11,133.9094837389129
2002-02-12,133.61133325716898
2002-02-13,132.4590539457107
2002-02-14,132.18681697917864
2002-02-15,132.8087306145893
2002-02-18,132.73666092943202
2002-02-19,133.80119650253107
2002-02-20,133.706965572458
2002-02-21,134.22595104011035
2002-02-22,133.8401737738653
2002-02-25,133.7230628152224
2002-02-26,134.0474545035706
2002-02-27,134.8132732107758
2002-02-28,134.1694601780141
2002-03-01,133.29876713907132
2002-03-04,132.26962654642156
2002-03-05,131.83598249251324
2002-03-06,131.84113865932048
2002-03-07,128.89091738931995
2002-03-08,127.88450608161872
2002-03-11,128.72669031003318
2002-03-12,128.70720256498342
2002-03-13,129.40233569956493
2002-03-14,128.64932409405884
2002-03-15,128.90545577770249
2002-03-18,131.1533212010919
2002-03-19,131.3512289047457
2002-03-20,131.29112775130474
2002-03-21,132.1991607122604
2002-03-22,132.75724843661172
2002-03-25,133.18872017353578
2002-03-26,133.13494334439739
2002-03-27,132.54058998399267
2002-03-28,132.4048601558918
2002-03-29,132.4048601558918
2002-04-01,132.4048601558918
2002-04-02,133.39403596631004
2002-04-03,132.76155855958197
2002-04-04,132.3202540258562
2002-04-05,132.0054632369679
2002-04-08,131.70426065162906
2002-04-09,131.5645326942828
2002-04-10,130.41600363719027
2002-04-11,131.6806913804867
2002-04-12,132.091332500284
2002-04-15,131.54964780731652
2002-04-16,131.4665454958537
2002-04-17,130.59684684684683
2002-04-18,130.5115233277122
2002-04-19,130.45239702903444
2002-04-22,129.88065750956991
2002-04-23,130.0946798917944
2002-04-24,129.81331533963115
2002-04-25,128.52045936001784
2002-04-26,128.4360717868688
2002-04-29,128.00398318211992
2002-04-30,128.39698046181172
2002-05-01,128.39698046181172
2002-05-02,127.88972542072631
2002-05-03,127.2156776395464
2002-05-06,127.23097112860893
2002-05-07,128.186301369863
2002-05-08,128.58714788732394
2002-05-09,128.6833682816466
2002-05-10,127.8789208159684
2002-05-13,127.68150910287343
2002-05-14,128.19465901566983
2002-05-15,128.27242524916943
2002-05-16,127.46602367382727
2002-05-17,126.36582167832168
2002-05-20,125.61399695718322
2002-05-21,124.84532725496581
2002-05-22,124.35205183585313
2002-05-23,125.12753717572994
2002-05-24,125.09795385285155
2002-05-27,124.95103373231773
2002-05-28,124.59211237169099
2002-05-29,124.32403433476395
2002-05-30,123.47733333333333
2002-05-31,123.99062533290721
2002-06-03,124.20272737034253
2002-06-04,123.41282458929517
2002-06-05,124.37306584142567
2002-06-06,124.79224376731301
2002-06-07,124.37579348286077
2002-06-10,124.67491278147797
2002-06-11,125.45396623128386
2002-06-12,125.61362674566229
2002-06-13,125.5601571625783
2002-06-14,124.235070690019
2002-06-17,124.23085083810736
2002-06-18,124.55714888232812
2002-06-19,123.80504131367013
2002-06-20,123.7281067556297
2002-06-21,122.37442922374429
2002-06-24,121.27594315509663
2002-06-25,121.70510708401977
2002-06-26,119.53211656751034
2002-06-27,120.1852605863192
2002-06-28,118.49624060150376
2002-07-01,119.7619287803894
2002-07-02,120.46147590973776
2002-07-03,120.08179959100204
2002-07-04,119.97957099080695
2002-07-05,120.2879177377892
2002-07-08,118.84411884411884
2002-07-09,118.147029204431
2002-07-10,117.90260658718934
2002-07-11,117.35461569743799
2002-07-12,117.10726223032513
2002-07-15,115.94173982442139
2002-07-16,115.71047694282612
2002-07-17,116.64348171701113
2002-07-18,117.02127659574468
2002-07-19,116.04573230829884
2002-07-22,116.32956573468174
2002-07-23,117.42684157416751
2002-07-24,116.7120524457892
2002-07-25,116.63670860794886
2002-07-26,117.45603517186252
2002-07-29,119.56012626005499
2002-07-30,119.61362480935435
2002-07-31,120.02453235203926
2002-08-01,119.81557377049181
2002-08-02,119.13298895978933
2002-08-05,119.05246034973565
2002-08-06,120.87934771390238
2002-08-07,120.53000618684266
2002-08-08,120.69784246928874
2002-08-09,120.43375475382877
2002-08-12,119.15132924335379
2002-08-13,118.93050311256252
2002-08-14,116.56690676676475
2002-08-15,117.43888718420783
2002-08-16,117.42493638676845
2002-08-19,118.53250331666497
2002-08-20,118.77042483660131
2002-08-21,118.63347674656833
2002-08-22,118.97645854657114
2002-08-23,119.93400020624935
2002-08-26,119.70930831873002
2002-08-27,118.12973194188663
2002-08-28,118.07449623447994
2002-08-29,117.89088692471809
2002-08-30,118.32604495067629
2002-09-02,118.19570308522555
2002-09-03,117.28557013118063
2002-09-04,117.67367045340303
2002-09-05,117.63408521303258
2002-09-06,118.28997781810848
2002-09-09,119.2464774351644
2002-09-10,119.30327868852459
2002-09-11,119.94050671863782
2002-09-12,120.08814184687917
2002-09-13,120.22426095820592
2002-09-16,122.17288030569037
2002-09-17,122.95574670950357
