date,exchange_rate
2015-01-01,1.2141
2015-01-02,1.2043
2015-01-05,1.1915
2015-01-06,1.1914
2015-01-07,1.1831
2015-01-08,1.1768
2015-01-09,1.1813
2015-01-12,1.1804
2015-01-13,1.1782
2015-01-14,1.1775
2015-01-15,1.1708
2015-01-16,1.1588
2015-01-19,1.1605
2015-01-20,1.1579
2015-01-21,1.1593
2015-01-22,1.1618
2015-01-23,1.1198
2015-01-26,1.1244
2015-01-27,1.1306
2015-01-28,1.1344
2015-01-29,1.1315
2015-01-30,1.1305
2015-02-02,1.131
2015-02-03,1.1376
2015-02-04,1.1446
2015-02-05,1.141
2015-02-06,1.1447
2015-02-09,1.1275
2015-02-10,1.1297
2015-02-11,1.1314
2015-02-12,1.1328
2015-02-13,1.1381
2015-02-16,1.1408
2015-02-17,1.1415
2015-02-18,1.1372
2015-02-19,1.1387
2015-02-20,1.1298
2015-02-23,1.1298
2015-02-24,1.1328
2015-02-25,1.1346
2015-02-26,1.1317
2015-02-27,1.124
2015-03-02,1.1227
2015-03-03,1.1168
2015-03-04,1.1124
2015-03-05,1.1069
2015-03-06,1.0963
2015-03-09,1.086
2015-03-10,1.0738
2015-03-11,1.0578
2015-03-12,1.0613
2015-03-13,1.0572
2015-03-16,1.0557
2015-03-17,1.0635
2015-03-18,1.0592
2015-03-19,1.0677
2015-03-20,1.0776
2015-03-23,1.0912
2015-03-24,1.095
2015-03-25,1.0985
2015-03-26,1.0973
2015-03-27,1.0856
2015-03-30,1.0845
2015-03-31,1.0759
2015-04-01,1.0755
2015-04-02,1.083
2015-04-03,1.083
2015-04-06,1.083
2015-04-07,1.0847
2015-04-08,1.0862
2015-04-09,1.0774
2015-04-10,1.057
2015-04-13,1.0552
2015-04-14,1.0564
2015-04-15,1.0579
2015-04-16,1.0711
2015-04-17,1.0814
2015-04-20,1.0723
2015-04-21,1.07
2015-04-22,1.0743
2015-04-23,1.0772
2015-04-24,1.0824
2015-04-27,1.0822
2015-04-28,1.0927
2015-04-29,1.1002
2015-04-30,1.1215
2015-05-01,1.1215
2015-05-04,1.1152
2015-05-05,1.1117
2015-05-06,1.123
2015-05-07,1.1305
2015-05-08,1.1221
2015-05-11,1.1142
2015-05-12,1.1239
2015-05-13,1.1221
2015-05-14,1.1419
2015-05-15,1.1328
2015-05-18,1.1389
2015-05-19,1.118
2015-05-20,1.1118
2015-05-21,1.1133
2015-05-22,1.1164
2015-05-25,1.0978
2015-05-26,1.0926
2015-05-27,1.0863
2015-05-28,1.0896
2015-05-29,1.097
2015-06-01,1.0944
2015-06-02,1.1029
2015-06-03,1.1134
2015-06-04,1.1317
2015-06-05,1.1218
2015-06-08,1.1162
2015-06-09,1.1249
2015-06-10,1.1279
2015-06-11,1.1232
2015-06-12,1.122
2015-06-15,1.1218
2015-06-16,1.1215
2015-06-17,1.1279
2015-06-18,1.1404
2015-06-19,1.1299
2015-06-22,1.1345
2015-06-23,1.1204
2015-06-24,1.1213
2015-06-25,1.1206
2015-06-26,1.1202
2015-06-29,1.1133
2015-06-30,1.1189
2015-07-01,1.11
2015-07-02,1.1066
2015-07-03,1.1096
2015-07-06,1.1008
2015-07-07,1.0931
2015-07-08,1.1024
2015-07-09,1.1054
2015-07-10,1.1185
2015-07-13,1.1049
2015-07-14,1.1031
2015-07-15,1.1009
2015-07-16,1.0867
2015-07-17,1.0889
2015-07-20,1.0852
2015-07-21,1.0867
2015-07-22,1.0902
2015-07-23,1.0999
2015-07-24,1.0939
2015-07-27,1.1058
2015-07-28,1.1025
2015-07-29,1.103
2015-07-30,1.0955
2015-07-31,1.0967
2015-08-03,1.0951
2015-08-04,1.0973
2015-08-05,1.0883
2015-08-06,1.0885
2015-08-07,1.0941
2015-08-10,1.096
2015-08-11,1.1055
2015-08-12,1.1155
2015-08-13,1.1109
2015-08-14,1.1171
2015-08-17,1.11
2015-08-18,1.106
2015-08-19,1.1041
2015-08-20,1.1183
2015-08-21,1.1281
2015-08-24,1.1497
2015-08-25,1.1506
2015-08-26,1.1402
2015-08-27,1.1284
2015-08-28,1.1268
2015-08-31,1.1215
2015-09-01,1.1236
2015-09-02,1.1255
2015-09-03,1.1229
2015-09-04,1.1138
2015-09-07,1.1146
2015-09-08,1.1162
2015-09-09,1.1139
2015-09-10,1.1185
2015-09-11,1.1268
2015-09-14,1.1305
2015-09-15,1.132
2015-09-16,1.1228
2015-09-17,1.1312
2015-09-18,1.1419
2015-09-21,1.125
2015-09-22,1.1155
2015-09-23,1.115
2015-09-24,1.1241
2015-09-25,1.1151
2015-09-28,1.117
2015-09-29,1.1204
2015-09-30,1.1203
2015-10-01,1.1153
2015-10-02,1.116
2015-10-05,1.1236
2015-10-06,1.1224
2015-10-07,1.1266
2015-10-08,1.1254
2015-10-09,1.1362
2015-10-12,1.1373
2015-10-13,1.1374
2015-10-14,1.141
2015-10-15,1.1439
2015-10-16,1.136
2015-10-19,1.1333
2015-10-20,1.1373
2015-10-21,1.1354
2015-10-22,1.1313
2015-10-23,1.1084
2015-10-26,1.1011
2015-10-27,1.1061
2015-10-28,1.1085
2015-10-29,1.093
2015-10-30,1.1017
2015-11-02,1.1032
2015-11-03,1.0976
2015-11-04,1.0935
2015-11-05,1.0883
2015-11-06,1.0864
2015-11-09,1.0776
2015-11-10,1.0711
2015-11-11,1.0716
2015-11-12,1.0726
2015-11-13,1.0764
2015-11-16,1.0723
2015-11-17,1.067
2015-11-18,1.0666
2015-11-19,1.0687
2015-11-20,1.0688
2015-11-23,1.0631
2015-11-24,1.0651
2015-11-25,1.0586
2015-11-26,1.0612
2015-11-27,1.058
2015-11-30,1.0579
2015-12-01,1.06
2015-12-02,1.0612
2015-12-03,1.0671
2015-12-04,1.0902
2015-12-07,1.0809
2015-12-08,1.0875
2015-12-09,1.0941
2015-12-10,1.0943
2015-12-11,1.095
2015-12-14,1.0983
2015-12-15,1.099
2015-12-16,1.0933
2015-12-17,1.0841
2015-12-18,1.0836
2015-12-21,1.087
2015-12-22,1.0952
2015-12-23,1.0916
2015-12-24,1.0947
2015-12-25,1.0947
2015-12-28,1.0962
2015-12-29,1.0952
2015-12-30,1.0926
2015-12-31,1.0887
