date,exchange_rate
2001-01-01,1.5008060182697476
2001-01-02,1.4979305953517987
2001-01-03,1.4969569779643233
2001-01-04,1.4951363924719814
2001-01-05,1.503195390256679
2001-01-08,1.4964725702853534
2001-01-09,1.4959046909903202
2001-01-10,1.4961750956226092
2001-01-11,1.4973222723931534
2001-01-12,1.4922996333158722
2001-01-15,1.5029698769622402
2001-01-16,1.5024436889077772
2001-01-17,1.5074499787143467
2001-01-18,1.5095703955763504
2001-01-19,1.5090425531914895
2001-01-22,1.5094725511302476
2001-01-23,1.5049431274582756
2001-01-24,1.5126963632451043
2001-01-25,1.5155259129674177
2001-01-26,1.5039011703511054
2001-01-29,1.5038616338518438
2001-01-30,1.501467869957595
2001-01-31,1.5015603142150005
2001-02-01,1.4963852859876674
2001-02-02,1.4931434038481983
2001-02-05,1.496763925729443
2001-02-06,1.5108345848530358
2001-02-07,1.5112064343163538
2001-02-08,1.5093275488069413
2001-02-09,1.5098081716700986
2001-02-12,1.5142118863049097
2001-02-13,1.525067385444744
2001-02-14,1.5220091523207673
2001-02-15,1.5292629262926292
2001-02-16,1.5352792713705696
2001-02-19,1.5415174210354932
2001-02-20,1.53561190738699
2001-02-21,1.5413295429696041
2001-02-22,1.536660777385159
2001-02-23,1.537621359223301
2001-02-26,1.5342119714442615
2001-02-27,1.5291934955800501
2001-02-28,1.5301686851211074
2001-03-01,1.539864063005718
2001-03-02,1.5473672968065793
2001-03-05,1.5434712520150455
2001-03-06,1.5426231274921867
2001-03-07,1.5466852906414528
2001-03-08,1.5518685567010309
2001-03-09,1.5456877204232125
2001-03-12,1.5485332182916307
2001-03-13,1.552597261464899
2001-03-14,1.5467218470921367
2001-03-15,1.5589143865842896
2001-03-16,1.5656644685369396
2001-03-19,1.5671409515340151
2001-03-20,1.5654101995565408
2001-03-21,1.5726362625139043
2001-03-22,1.5721678479019012
2001-03-23,1.5661286707016364
2001-03-26,1.561499720201455
2001-03-27,1.5596514745308312
2001-03-28,1.5727990970654626
2001-03-29,1.5705882352941176
2001-03-30,1.5742753623188408
2001-04-02,1.5740994072047425
2001-04-03,1.5798756359525157
2001-04-04,1.5730735163861824
2001-04-05,1.5747228381374723
2001-04-06,1.5743847874720358
2001-04-09,1.5629851408294522
2001-04-10,1.559418669647848
2001-04-11,1.5571266968325792
2001-04-12,1.5583681771951632
2001-04-13,1.5583681771951632
2001-04-16,1.5583681771951632
2001-04-17,1.5614833352292117
2001-04-18,1.5686944634313056
2001-04-19,1.5555681431970092
2001-04-20,1.5453331850038936
2001-04-23,1.5454343479226837
2001-04-24,1.5486459378134403
2001-04-25,1.5428635296747513
2001-04-26,1.5446577166315323
2001-04-27,1.5437216003546492
2001-04-30,1.5434880576836414
2001-05-01,1.5434880576836414
2001-05-02,1.531492084877063
2001-05-03,1.5338649893294394
2001-05-04,1.5310437409106163
2001-05-07,1.53447695930037
2001-05-08,1.5426347845702681
2001-05-09,1.5409538914693555
2001-05-10,1.5397740112994351
2001-05-11,1.5421178616208824
2001-05-14,1.552887364208119
2001-05-15,1.5534899635036497
2001-05-16,1.546977586597238
2001-05-17,1.5360181508791835
2001-05-18,1.5365158938133758
2001-05-21,1.5343842814713273
2001-05-22,1.5383995394358088
2001-05-23,1.5456027955736749
2001-05-24,1.551022780102278
2001-05-25,1.5411477127226167
2001-05-28,1.5439189189189186
2001-05-29,1.539639850327409
2001-05-30,1.5417153540546855
2001-05-31,1.5502358490566037
2001-06-01,1.5344420853974994
2001-06-04,1.5324797368730179
2001-06-05,1.5363260484347312
2001-06-06,1.5272152639587968
2001-06-07,1.5211433971178834
2001-06-08,1.519130845536136
2001-06-11,1.51683541323287
2001-06-12,1.5240736370073165
2001-06-13,1.5235307890423788
2001-06-14,1.5220207253886011
2001-06-15,1.528977141537751
2001-06-18,1.5291924018179701
2001-06-19,1.5326404297559268
2001-06-20,1.5355338893457067
2001-06-21,1.5289990645463052
2001-06-22,1.524624765478424
2001-06-25,1.5219007784361567
2001-06-26,1.5195679944257345
2001-06-27,1.5115982370679657
2001-06-28,1.5221478087181297
2001-06-29,1.5244103773584905
2001-07-02,1.5138971023063277
2001-07-03,1.5111215723196423
2001-07-04,1.5114160653022595
2001-07-05,1.511398717644265
2001-07-06,1.5145515267175573
2001-07-09,1.5180281357134413
2001-07-10,1.519016968987712
2001-07-11,1.5215422134479155
2001-07-12,1.5254157882408057
2001-07-13,1.533317718702424
2001-07-16,1.538972387277176
2001-07-17,1.536284640676374
2001-07-18,1.5344148319814601
2001-07-19,1.5398372119683594
2001-07-20,1.5418185961713764
2001-07-23,1.5444905486399263
2001-07-24,1.538929719797887
2001-07-25,1.5359945411122484
2001-07-26,1.5363989046097672
2001-07-27,1.53125
2001-07-30,1.5320534796023313
2001-07-31,1.5292975442604226
2001-08-01,1.5371441533401382
2001-08-02,1.537892580791989
2001-08-03,1.5348625936861229
2001-08-06,1.5292447473026691
2001-08-07,1.527714416058394
2001-08-08,1.5338354444824833
2001-08-09,1.534395120298204
2001-08-10,1.543531781557744
2001-08-13,1.5382048715382048
2001-08-14,1.539027653880464
2001-08-15,1.5311608514373491
2001-08-16,1.5269028871391077
2001-08-17,1.537863865178376
2001-08-20,1.546070608809706
2001-08-21,1.5454645048203333
2001-08-22,1.5486111111111112
2001-08-23,1.5443371378402106
2001-08-24,1.5423803249890207
2001-08-27,1.541144114411441
2001-08-28,1.5436850254368502
2001-08-29,1.5405612804209603
2001-08-30,1.5444749862561848
2001-08-31,1.5443328237606464
2001-09-03,1.5514770723104057
